Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,prix_euro,Brand,Model
maruti swift dzire ldi,hyderabad,2017,44504,diesel,manual,first,23.4,1248.0,74.0,5.0,,6160.0,maruti,swift
mercedes-benz m-class ml 350 4matic,ahmedabad,2012,66000,diesel,automatic,first,0.0,2987.0,165.0,5.0,,25300.0,mercedes-benz,m-class
maruti swift ldi,jaipur,2015,39437,diesel,manual,first,28.4,1248.0,74.0,5.0,7.01 lakh,5665.0,maruti,swift
hyundai verna 1.6 crdi at sx option,coimbatore,2017,36931,diesel,automatic,first,19.08,1582.0,126.2,5.0,,10428.0,hyundai,verna
tata nano xta,bangalore,2016,17800,petrol,automatic,second,21.9,624.0,37.48,4.0,,2618.0,tata,nano
maruti swift dzire lxi,hyderabad,2009,71346,petrol,manual,first,17.5,1298.0,85.8,5.0,,4180.0,maruti,swift
hyundai i20 asta option 1.2,delhi,2015,45000,petrol,manual,second,18.6,1197.0,81.83,5.0,,6050.0,hyundai,i20
hyundai i20 1.2 sportz,hyderabad,2010,85155,petrol,manual,first,17.0,1197.0,80.0,5.0,,3905.0,hyundai,i20
maruti ciaz zxi,mumbai,2015,48823,petrol,manual,first,20.73,1373.0,91.1,5.0,,6985.0,maruti,ciaz
land rover range rover 2.2l prestige,delhi,2015,37000,diesel,automatic,first,12.7,2179.0,187.7,5.0,,39600.0,land rover,range rover
tata indigo lx bsii,hyderabad,2005,92000,diesel,manual,second,16.1,1405.0,70.0,5.0,,1210.0,tata,indigo
tata zest revotron 1.2t xm,mumbai,2014,36000,petrol,manual,first,17.57,1193.0,88.7,5.0,7.63 lakh,4069.9999999999995,tata,zest
mahindra xuv500 w10 1.99 mhawk,delhi,2016,24569,diesel,manual,first,16.0,1997.0,140.0,7.0,,14850.0,mahindra,xuv500
honda accord 2.4 at,mumbai,2008,95000,petrol,automatic,third,11.7,2354.0,177.6,5.0,,3135.0,honda,accord
tata nano twist xt,coimbatore,2015,25811,petrol,manual,second,25.4,624.0,37.5,4.0,,2343.0,tata,nano
hyundai elantra crdi s,ahmedabad,2015,65000,diesel,manual,first,22.7,1582.0,126.2,5.0,,8525.0,hyundai,elantra
tata indica v2 els,chennai,2017,100400,diesel,manual,first,25.0,1396.0,69.0,5.0,,3135.0,tata,indica
honda amaze s i-dtech,jaipur,2014,76414,diesel,manual,first,25.8,1498.0,98.6,5.0,,5445.0,honda,amaze
mahindra xuv500 w8 2wd,kochi,2012,82103,diesel,manual,first,15.1,2179.0,140.0,7.0,,6820.0,mahindra,xuv500
bmw x3 xdrive 20d expedition,pune,2013,98000,diesel,automatic,first,18.56,1995.0,190.0,5.0,,19250.0,bmw,x3
hyundai grand i10 1.2 kappa magna,pune,2010,45252,petrol,manual,first,18.9,1197.0,81.86,5.0,6.8 lakh,2475.0,hyundai,grand
maruti baleno zeta 1.2,delhi,2017,10300,petrol,manual,first,21.4,1197.0,83.1,5.0,,7425.0,maruti,baleno
hyundai verna 1.6 crdi at sx,kochi,2016,42024,diesel,automatic,first,19.08,1582.0,126.2,5.0,,10703.0,hyundai,verna
maruti ertiga vdi,kochi,2018,51236,diesel,manual,first,25.47,1248.0,88.5,7.0,10.83 lakh,9339.0,maruti,ertiga
mini cooper s carbon edition,mumbai,2013,52000,petrol,automatic,first,13.6,1598.0,181.0,4.0,,27500.0,mini,cooper
maruti ritz zdi,coimbatore,2015,42894,diesel,manual,first,23.2,1248.0,73.94,5.0,,6149.0,maruti,ritz
skoda laura l n k 1.9 pd at,mumbai,2011,68000,diesel,automatic,first,15.6,1896.0,106.0,5.0,,5280.0,skoda,laura
ford ecosport 1.5 dv5 mt titanium optional,delhi,2014,69000,diesel,manual,first,22.7,1498.0,89.84,5.0,,5995.0,ford,ecosport
hyundai i20 2015-2017 sportz 1.2,pune,2017,10000,petrol,manual,first,18.6,1197.0,81.83,5.0,,7150.0,hyundai,i20
honda brio e mt,chennai,2015,16000,petrol,manual,first,19.4,1198.0,86.8,5.0,,4784.999999999999,honda,brio
honda amaze s i-dtech,kolkata,2013,46992,diesel,manual,first,25.8,1498.0,98.6,5.0,,4125.0,honda,amaze
bmw 5 series 2003-2012 520d,pune,2010,170000,diesel,automatic,third,18.48,1995.0,177.0,5.0,,13200.0,bmw,5
audi q7 3.0 tdi quattro premium plus,delhi,2014,58000,diesel,automatic,first,12.07,2967.0,241.4,7.0,,35200.0,audi,q7
hyundai grand i10 crdi magna,jaipur,2015,50000,diesel,manual,second,24.0,1120.0,70.0,5.0,,4400.0,hyundai,grand
nissan micra diesel xv,kolkata,2011,39010,diesel,manual,first,23.08,1461.0,63.1,5.0,,2860.0,nissan,micra
hyundai grand i10 sportz,jaipur,2016,26946,petrol,manual,first,18.9,1197.0,82.0,5.0,,4895.0,hyundai,grand
hyundai eon era,pune,2015,28700,petrol,manual,first,21.1,814.0,55.2,5.0,,2860.0,hyundai,eon
mercedes-benz new c-class c250 avantgarde,chennai,2011,60000,petrol,automatic,first,11.74,1796.0,186.0,5.0,,17600.0,mercedes-benz,new
land rover range rover 2.2l pure,delhi,2014,38999,diesel,automatic,first,12.7,2179.0,187.7,5.0,,35750.0,land rover,range rover
mahindra ssangyong rexton rx7,mumbai,2016,39000,diesel,automatic,first,11.18,2696.0,184.0,7.0,,15235.0,mahindra,ssangyong
maruti ciaz 1.4 delta,coimbatore,2018,7784,petrol,manual,first,20.73,1373.0,91.1,5.0,,9636.0,maruti,ciaz
mercedes-benz r-class r350 4matic long,kochi,2014,45710,petrol,automatic,first,11.8,3498.0,272.0,7.0,,26048.0,mercedes-benz,r-class
maruti dzire amt vxi,chennai,2017,42000,petrol,automatic,first,22.0,1197.0,81.8,5.0,8.13 lakh,6050.0,maruti,dzire
renault duster 110ps diesel rxz,kolkata,2013,57000,diesel,manual,first,19.01,1461.0,108.45,5.0,,5489.0,renault,duster
hyundai verna 1.6 sx,chennai,2013,85350,diesel,manual,second,22.32,1582.0,126.32,5.0,,6270.0,hyundai,verna
toyota corolla altis 1.8 vl cvt,coimbatore,2016,82725,petrol,automatic,first,14.28,1798.0,138.03,5.0,25.27 lakh,13189.0,toyota,corolla
bmw 3 series sport,mumbai,2016,19000,diesel,automatic,second,21.76,1995.0,190.0,5.0,57.3 lakh,32989.0,bmw,3
ford ecosport 1.5 ti vct mt signature,chennai,2018,13900,petrol,manual,first,18.88,1499.0,110.4,5.0,,10450.0,ford,ecosport
maruti swift vdi bsiv,hyderabad,2014,108000,diesel,manual,first,25.2,1248.0,74.0,5.0,,6050.0,maruti,swift
hyundai santa fe 4x4 at,bangalore,2016,36000,diesel,automatic,first,11.72,2199.0,194.3,7.0,,25300.0,hyundai,santa
tata indica v2 dls,hyderabad,2013,62188,diesel,manual,first,17.2,1396.0,53.5,5.0,,3245.0,tata,indica
hyundai grand i10 crdi sportz,kochi,2015,58397,diesel,manual,first,24.0,1120.0,70.0,5.0,,5390.0,hyundai,grand
hyundai santro xing xl,chennai,2006,85000,petrol,manual,third,0.0,1086.0,,5.0,,1430.0,hyundai,santro
maruti wagon r vxi amt,delhi,2016,30000,petrol,automatic,first,22.5,998.0,67.0,5.0,5.68 lakh,4675.0,maruti,wagon
mahindra xuv500 w10 2wd,kochi,2018,29907,diesel,manual,first,16.0,2179.0,140.0,7.0,,17996.0,mahindra,xuv500
audi a4 2.0 tdi,kolkata,2009,46000,diesel,automatic,first,16.55,1968.0,147.51,5.0,,10944.999999999998,audi,a4
volkswagen vento diesel highline,bangalore,2012,65000,diesel,manual,first,20.54,1598.0,103.6,5.0,,6050.0,volkswagen,vento
maruti vitara brezza zdi plus dual tone,delhi,2016,22000,diesel,manual,first,24.3,1248.0,88.5,5.0,11.75 lakh,9075.0,maruti,vitara
maruti zen lx,chennai,2002,99024,petrol,manual,first,17.3,993.0,60.0,5.0,,1045.0,maruti,zen
hyundai i10 era,kochi,2016,34952,petrol,manual,first,19.81,1086.0,68.05,5.0,,4411.0,hyundai,i10
honda wr-v edge edition i-vtec s,kochi,2019,13913,petrol,manual,first,17.5,1199.0,88.7,5.0,9.36 lakh,9019.999999999998,honda,wr-v
honda city i dtec vx,chennai,2014,71000,diesel,manual,second,25.1,1498.0,98.6,5.0,,6820.0,honda,city
toyota fortuner 4x2 4 speed at,chennai,2012,97000,diesel,automatic,first,11.5,2982.0,169.0,7.0,,18425.0,toyota,fortuner
mahindra xuv500 at w10 fwd,delhi,2017,21000,diesel,automatic,first,16.0,2179.0,140.0,7.0,,18150.0,mahindra,xuv500
ford endeavour xlt tdci 4x4,mumbai,2007,116000,diesel,manual,third,10.9,2499.0,,7.0,,4125.0,ford,endeavour
ford figo diesel zxi,kolkata,2012,110438,diesel,manual,first,20.0,1399.0,68.05,5.0,,3850.0,ford,figo
honda jazz 1.2 v cvt i vtec,coimbatore,2017,66507,petrol,automatic,second,19.0,1199.0,88.7,5.0,,5973.0,honda,jazz
ford endeavour 3.2 titanium at 4x4,coimbatore,2017,54650,diesel,automatic,first,10.91,3198.0,197.0,7.0,,33385.0,ford,endeavour
nissan sunny xl cvt,hyderabad,2014,32000,petrol,automatic,first,17.97,1498.0,99.6,5.0,,8789.0,nissan,sunny
skoda octavia ambiente 1.9 tdi mt,coimbatore,2011,75378,diesel,manual,first,18.7,1896.0,66.0,5.0,,3948.9999999999995,skoda,octavia
chevrolet beat diesel lt,chennai,2012,82697,diesel,manual,first,25.44,936.0,57.6,5.0,,2090.0,chevrolet,beat
toyota camry w2 (at),chennai,2009,135000,petrol,automatic,first,12.1,2362.0,164.7,5.0,,5170.0,toyota,camry
renault duster 110ps diesel rxz,chennai,2012,149000,diesel,manual,first,19.01,1461.0,108.45,5.0,,7974.999999999999,renault,duster
mercedes-benz gla class 200 d style,kochi,2016,26212,diesel,automatic,first,17.9,2143.0,136.0,5.0,38.72 lakh,26906.0,mercedes-benz,gla
tata zest revotron 1.2t xms,pune,2014,23500,petrol,manual,second,17.57,1193.0,88.7,5.0,7.7 lakh,4290.0,tata,zest
hyundai i20 1.2 magna,coimbatore,2013,56127,petrol,manual,first,18.5,1197.0,80.0,5.0,,5665.0,hyundai,i20
maruti wagon r vxi amt1.2,mumbai,2015,26000,petrol,automatic,first,21.5,1197.0,81.8,5.0,6.43 lakh,4014.9999999999995,maruti,wagon
hyundai xcent 1.2 crdi s,kolkata,2016,26000,diesel,manual,first,25.4,1186.0,73.97,5.0,8.23 lakh,5500.0,hyundai,xcent
honda city 1.5 s mt,kolkata,2009,42000,petrol,manual,first,17.0,1497.0,118.0,5.0,,2529.9999999999995,honda,city
hyundai accent gle,pune,2001,130000,petrol,manual,second,13.2,1495.0,94.0,5.0,,825.0,hyundai,accent
hyundai verna xi (petrol),kochi,2009,137148,petrol,manual,second,13.9,1599.0,103.2,5.0,,2034.9999999999998,hyundai,verna
ford figo petrol zxi,kolkata,2010,114703,petrol,manual,first,15.6,1196.0,70.0,5.0,,1979.9999999999998,ford,figo
honda amaze s i-dtech,kochi,2014,97439,diesel,manual,first,25.8,1498.0,98.6,5.0,,4851.0,honda,amaze
maruti wagon r lx bsii,chennai,2006,40000,petrol,manual,first,18.9,998.0,67.1,5.0,,2200.0,maruti,wagon
maruti swift vdi bsiv,hyderabad,2014,81609,diesel,manual,first,17.8,1248.0,,5.0,,6105.0,maruti,swift
mercedes-benz e-class facelift,bangalore,2014,28000,diesel,automatic,first,13.0,2987.0,258.0,5.0,,34925.0,mercedes-benz,e-class
audi a6 2011-2015 35 tdi technology,bangalore,2015,37500,diesel,automatic,first,17.68,1968.0,174.33,5.0,,35200.0,audi,a6
mercedes-benz s class 2005 2013 s 350 cdi,hyderabad,2010,37000,diesel,automatic,first,13.5,2987.0,282.0,5.0,,23100.0,mercedes-benz,s
maruti swift dzire ldi,ahmedabad,2010,83000,diesel,manual,first,19.3,1248.0,73.9,5.0,,3025.0,maruti,swift
toyota corolla h2,coimbatore,2005,79012,petrol,manual,first,13.4,1794.0,125.0,5.0,,2904.0,toyota,corolla
mahindra scorpio s10 7 seater,kochi,2018,27395,diesel,manual,first,15.4,2179.0,120.0,7.0,,15609.0,mahindra,scorpio
maruti wagon r vxi,jaipur,2017,35362,petrol,manual,first,22.5,998.0,67.04,5.0,5.44 lakh,4235.0,maruti,wagon
toyota fortuner 4x2 manual,delhi,2014,117000,diesel,manual,first,13.0,2982.0,168.5,7.0,,17050.0,toyota,fortuner
maruti zen estilo 1.1 lx bsiii,mumbai,2010,23000,petrol,manual,first,18.2,1061.0,64.0,5.0,,2090.0,maruti,zen
tata nano cx,kochi,2014,59508,petrol,manual,first,25.4,624.0,37.48,4.0,,1386.0,tata,nano
hyundai i20 magna,chennai,2009,69000,petrol,manual,second,18.5,1197.0,80.0,5.0,,2640.0,hyundai,i20
bmw 3 series 320d,bangalore,2010,58000,diesel,automatic,first,22.69,1995.0,190.0,5.0,48.79 lakh,12650.0,bmw,3
mahindra xuv500 w6 2wd,jaipur,2014,88511,diesel,manual,first,16.0,2179.0,140.0,7.0,,9075.0,mahindra,xuv500
volkswagen vento ipl ii petrol trendline,pune,2011,66000,petrol,manual,first,15.8,1598.0,105.0,5.0,,3025.0,volkswagen,vento
skoda fabia 1.2 mpi classic,delhi,2009,65000,petrol,manual,second,17.5,1198.0,70.0,5.0,,1540.0,skoda,fabia
tata nano twist xt,coimbatore,2015,30676,petrol,manual,first,25.4,624.0,37.5,4.0,,3190.0,tata,nano
ford figo diesel exi,chennai,2011,76000,diesel,manual,first,20.0,1399.0,68.0,5.0,,2640.0,ford,figo
volkswagen vento ipl ii petrol highline at,pune,2013,23627,petrol,automatic,first,14.8,1598.0,105.0,5.0,,5225.0,volkswagen,vento
land rover range rover hse dynamic,kochi,2018,52827,diesel,automatic,first,12.7,2179.0,187.7,5.0,,49236.0,land rover,range rover
honda city i dtec sv,kochi,2015,64465,diesel,manual,first,26.0,1498.0,98.6,5.0,,6842.0,honda,city
renault kwid climber 1.0 amt,chennai,2018,14000,petrol,automatic,first,22.5,999.0,67.0,5.0,5.67 lakh,4950.0,renault,kwid
hyundai grand i10 asta option,mumbai,2015,26000,petrol,manual,first,18.9,1197.0,82.0,5.0,,4675.0,hyundai,grand
chevrolet cruze ltz at,hyderabad,2011,78203,diesel,automatic,first,18.1,1991.0,147.9,4.0,,6050.0,chevrolet,cruze
hyundai i20 1.4 asta,mumbai,2017,27000,diesel,manual,first,22.54,1396.0,88.73,5.0,,7645.0,hyundai,i20
maruti alto k10 vxi ags,coimbatore,2018,31919,petrol,automatic,first,24.07,998.0,67.1,5.0,,5015.999999999999,maruti,alto
hyundai creta 1.6 sx option diesel,coimbatore,2016,47392,diesel,manual,first,20.5,1582.0,126.2,5.0,19.18 lakh,15202.0,hyundai,creta
honda amaze vx i-vtech,mumbai,2016,17362,petrol,manual,first,18.0,1198.0,86.7,5.0,,6215.0,honda,amaze
hyundai i20 active 1.4 sx dual tone,kochi,2016,49716,diesel,manual,first,21.19,1396.0,88.73,5.0,,6820.0,hyundai,i20
maruti celerio vxi,delhi,2014,48000,petrol,manual,first,23.1,998.0,67.04,5.0,,3575.0,maruti,celerio
audi a4 2.0 tdi,kolkata,2009,46000,diesel,automatic,first,16.55,1968.0,147.51,5.0,,9350.0,audi,a4
hyundai verna 1.4 crdi,bangalore,2016,79000,diesel,manual,first,24.8,1396.0,88.7,5.0,,7974.999999999999,hyundai,verna
renault fluence diesel e4,pune,2013,57000,diesel,manual,first,21.8,1461.0,78.0,5.0,,5071.0,renault,fluence
volkswagen polo 1.2 mpi highline,delhi,2016,29754,petrol,manual,first,16.2,1199.0,74.0,5.0,,5830.0,volkswagen,polo
tata indigo lx,ahmedabad,2012,50123,diesel,manual,first,17.0,1405.0,70.0,5.0,,2090.0,tata,indigo
hyundai i10 sportz,kochi,2012,57184,petrol,manual,first,20.36,1197.0,78.9,5.0,,3399.0,hyundai,i10
bmw 7 series 730ld sedan,mumbai,2007,75000,diesel,automatic,second,16.46,2993.0,258.0,5.0,,10450.0,bmw,7
hyundai creta 1.6 crdi at sx plus,mumbai,2015,26000,diesel,automatic,first,17.01,1582.0,126.2,5.0,,13915.0,hyundai,creta
hyundai grand i10 magna,delhi,2016,22129,petrol,manual,first,18.9,1197.0,82.0,5.0,,4675.0,hyundai,grand
maruti ritz vdi,hyderabad,2011,127887,diesel,manual,first,21.1,1248.0,73.9,5.0,,3245.0,maruti,ritz
mahindra scorpio 2.6 slx crde,hyderabad,2006,92000,diesel,manual,first,10.5,2179.0,120.0,8.0,,3795.0,mahindra,scorpio
hyundai i10 era,hyderabad,2011,60634,petrol,manual,first,19.81,1086.0,68.05,5.0,,3630.0,hyundai,i10
tata safari storme 2012-2015 vx,hyderabad,2014,90000,diesel,manual,first,14.0,2179.0,138.1,7.0,,8800.0,tata,safari
honda civic 2006-2010 1.8 v mt,kolkata,2009,59000,petrol,manual,first,13.5,1799.0,130.0,5.0,,2981.0,honda,civic
maruti zen estilo lxi bsiii,hyderabad,2012,59293,petrol,manual,first,18.2,998.0,67.1,5.0,,2970.0,maruti,zen
maruti swift dzire vdi,mumbai,2012,80753,diesel,manual,second,23.4,1248.0,74.0,5.0,,4950.0,maruti,swift
toyota fortuner 4x2 manual,delhi,2015,40000,diesel,manual,second,13.0,2982.0,168.5,7.0,,20625.0,toyota,fortuner
maruti swift vdi,pune,2014,103000,diesel,manual,second,28.4,1248.0,74.0,5.0,,5775.0,maruti,swift
maruti wagon r duo lx bsiii,hyderabad,2012,72389,lpg,manual,first,26.2,998.0,58.2,5.0,,3520.0,maruti,wagon
maruti dzire ldi,pune,2017,48000,diesel,manual,first,28.4,1248.0,73.75,5.0,7.91 lakh,6600.0,maruti,dzire
hyundai grand i10 asta,kolkata,2014,41000,petrol,manual,first,18.9,1197.0,82.0,5.0,,3454.0,hyundai,grand
renault kwid rxl,jaipur,2016,26000,petrol,manual,first,25.17,799.0,53.3,5.0,3.96 lakh,2804.9999999999995,renault,kwid
tata indigo cs eglx bs iv,jaipur,2012,30000,petrol,manual,second,15.64,1193.0,64.08,5.0,,2529.9999999999995,tata,indigo
ford figo diesel titanium,hyderabad,2014,74624,diesel,manual,first,20.0,1399.0,68.05,5.0,,6215.0,ford,figo
porsche cayenne 2009-2014 diesel,kochi,2015,47877,diesel,automatic,first,15.15,2967.0,240.0,5.0,,53042.0,porsche,cayenne
maruti alto k10 vxi,jaipur,2016,35000,petrol,manual,first,24.07,998.0,67.1,5.0,4.24 lakh,3300.0,maruti,alto
volkswagen vento 1.5 tdi highline,ahmedabad,2015,52123,diesel,manual,first,20.34,1498.0,103.2,5.0,,8250.0,volkswagen,vento
mahindra scorpio 2.6 slx crde,bangalore,2005,90000,diesel,manual,first,10.5,2179.0,120.0,8.0,,2860.0,mahindra,scorpio
honda city 1.5 v mt,chennai,2009,122000,petrol,manual,second,17.0,1497.0,118.0,5.0,,3850.0,honda,city
mini cooper 3 door s,kochi,2016,21110,petrol,automatic,first,17.44,1998.0,189.08,4.0,39.27 lakh,31844.999999999996,mini,cooper
mitsubishi pajero sport 4x4 at,pune,2015,78000,diesel,automatic,first,13.5,2477.0,175.56,6.0,,16500.0,mitsubishi,pajero
maruti swift dzire vdi,jaipur,2012,72000,diesel,manual,first,19.3,1248.0,73.9,5.0,,4675.0,maruti,swift
bentley continental flying spur,hyderabad,2006,48000,petrol,automatic,first,8.6,5998.0,552.0,4.0,,64899.99999999999,bentley,continental
maruti ertiga vdi,pune,2013,43486,diesel,manual,first,20.77,1248.0,88.76,7.0,,7260.0,maruti,ertiga
toyota innova 2.5 g4 diesel 7-seater,hyderabad,2007,199000,diesel,manual,second,12.8,2494.0,102.0,7.0,,5720.0,toyota,innova
mercedes-benz new c-class c 200 kompressor elegance mt,chennai,2010,34000,petrol,manual,first,11.7,1796.0,178.0,5.0,,11000.0,mercedes-benz,new
mercedes-benz new c-class c 220 cdi be avantgare,bangalore,2016,37944,diesel,automatic,first,14.84,2143.0,167.62,5.0,,38500.0,mercedes-benz,new
ford ecosport 1.5 dv5 mt titanium optional,mumbai,2017,30000,diesel,manual,first,22.7,1498.0,89.84,5.0,,9625.0,ford,ecosport
toyota etios liva 1.2 g,coimbatore,2015,64005,petrol,manual,first,17.71,1197.0,78.9,5.0,6.41 lakh,5027.0,toyota,etios
hyundai i10 magna 1.2,delhi,2012,62000,petrol,manual,first,20.36,1197.0,78.9,5.0,,2750.0,hyundai,i10
hyundai santro lp - euro ii,chennai,2005,105000,petrol,manual,first,0.0,999.0,,5.0,,1925.0,hyundai,santro
land rover freelander 2 se,kochi,2014,59885,diesel,automatic,first,12.39,2179.0,147.51,5.0,,22121.0,land rover,freelander
toyota innova 2.5 v diesel 8-seater,hyderabad,2011,144471,diesel,manual,first,12.8,2494.0,102.0,8.0,,8580.0,toyota,innova
hyundai i20 1.2 magna,coimbatore,2011,63991,petrol,manual,first,18.5,1197.0,80.0,5.0,,3970.9999999999995,hyundai,i20
hyundai santro xing xo erlx euro ii,pune,2007,72000,petrol,manual,second,17.0,1086.0,,5.0,,1221.0,hyundai,santro
nissan micra xv cvt,mumbai,2015,34895,petrol,automatic,first,19.15,1198.0,75.94,5.0,9.47 lakh,5059.999999999999,nissan,micra
honda city 1.5 v at,kolkata,2015,45000,petrol,automatic,first,16.8,1497.0,118.0,5.0,,5775.0,honda,city
honda amaze e i-dtech,delhi,2013,45000,diesel,manual,second,25.8,1498.0,98.6,5.0,,3630.0,honda,amaze
toyota fortuner 3.0 diesel,bangalore,2013,100000,diesel,manual,second,11.5,2982.0,171.0,7.0,,19525.0,toyota,fortuner
land rover discovery sport sd4 hse luxury,delhi,2016,70000,diesel,automatic,first,12.97,2179.0,187.7,5.0,,38500.0,land rover,discovery
hyundai creta 1.6 crdi sx,coimbatore,2016,37023,diesel,manual,first,19.67,1582.0,126.2,5.0,,14729.0,hyundai,creta
chevrolet beat diesel lt,chennai,2012,81000,diesel,manual,first,25.44,936.0,56.3,5.0,,2750.0,chevrolet,beat
toyota innova crysta 2.8 gx at,kochi,2017,20789,diesel,automatic,first,11.36,2755.0,171.5,7.0,20.74 lakh,20196.0,toyota,innova
maruti swift dzire vdi,jaipur,2015,68310,diesel,manual,first,23.4,1248.0,74.0,5.0,,6545.0,maruti,swift
hyundai creta 1.6 crdi sx option,mumbai,2015,47250,diesel,manual,second,19.67,1582.0,126.2,5.0,,12100.0,hyundai,creta
honda amaze vx i-dtec,hyderabad,2017,128000,diesel,manual,first,25.8,1498.0,98.6,5.0,,6930.0,honda,amaze
hyundai creta 1.6 sx plus dual tone petrol,kochi,2017,17702,petrol,manual,first,15.29,1591.0,121.3,5.0,,13134.0,hyundai,creta
volkswagen vento sport 1.2 tsi at,mumbai,2014,34987,petrol,automatic,first,18.19,1197.0,103.5,5.0,,6545.0,volkswagen,vento
honda city i dtec vx,ahmedabad,2017,37000,diesel,manual,first,26.0,1498.0,98.6,5.0,,12100.0,honda,city
hyundai creta 1.6 sx plus dual tone petrol,coimbatore,2017,38271,petrol,manual,first,15.29,1591.0,121.3,5.0,,13783.0,hyundai,creta
ford figo diesel titanium,bangalore,2012,32510,diesel,manual,second,20.0,1399.0,68.0,5.0,,4125.0,ford,figo
bmw 5 series 2013-2017 530d m sport,pune,2014,88000,diesel,automatic,first,14.69,2993.0,258.0,5.0,,29700.0,bmw,5
mitsubishi pajero 2.8 sfx 7str,pune,2012,116000,diesel,manual,first,10.5,2835.0,107.2,6.0,,10944.999999999998,mitsubishi,pajero
renault duster 85ps diesel rxl option,jaipur,2013,156000,diesel,manual,first,19.87,1461.0,83.8,5.0,,4620.0,renault,duster
maruti ritz vxi,delhi,2010,75319,petrol,manual,second,21.1,1197.0,85.8,5.0,,2200.0,maruti,ritz
hyundai grand i10 sportz,kolkata,2013,28000,petrol,manual,first,18.9,1197.0,82.0,5.0,,3575.0,hyundai,grand
mercedes-benz gla class 200 cdi sport,bangalore,2017,16500,diesel,automatic,first,17.9,2143.0,136.0,5.0,,37400.0,mercedes-benz,gla
bmw 5 series 520d luxury line,coimbatore,2016,75637,diesel,automatic,first,22.48,1995.0,190.0,5.0,71.82 lakh,33407.0,bmw,5
hyundai creta 1.6 sx plus petrol automatic,kochi,2018,32854,petrol,automatic,first,13.0,1591.0,121.3,5.0,,13860.0,hyundai,creta
renault kwid rxt optional,kochi,2019,6568,petrol,manual,first,25.17,799.0,53.3,5.0,4.78 lakh,5599.0,renault,kwid
audi a4 3.0 tdi quattro,bangalore,2014,30000,diesel,automatic,first,14.94,2967.0,241.4,5.0,,26950.0,audi,a4
maruti ciaz vdi shvs,kochi,2018,17804,diesel,manual,second,28.09,1248.0,88.5,5.0,,8767.0,maruti,ciaz
honda jazz s,delhi,2011,69768,petrol,manual,first,16.0,1198.0,90.0,5.0,,3190.0,honda,jazz
bmw 3 series 320d luxury line,kochi,2016,62404,diesel,automatic,first,22.69,1995.0,190.0,5.0,54.43 lakh,23463.0,bmw,3
hyundai verna sx crdi at,bangalore,2012,97000,diesel,automatic,second,19.08,1582.0,126.32,5.0,,7150.0,hyundai,verna
hyundai creta 1.4 crdi s plus,coimbatore,2016,55687,diesel,manual,first,21.38,1396.0,88.7,5.0,,13365.0,hyundai,creta
volkswagen vento 2013-2015 1.6 comfortline,kolkata,2014,17000,petrol,manual,first,15.04,1598.0,103.2,5.0,,4675.0,volkswagen,vento
bmw 3 series luxury line,coimbatore,2017,34232,diesel,automatic,first,21.76,1995.0,190.0,5.0,55.07 lakh,39424.0,bmw,3
honda cr-v petrol 2wd,chennai,2004,135000,petrol,automatic,third,14.4,1997.0,152.0,5.0,33.51 lakh,3300.0,honda,cr-v
renault duster 110ps diesel rxz awd,chennai,2012,80000,diesel,manual,first,19.72,1461.0,108.45,5.0,15.94 lakh,7425.0,renault,duster
hyundai i20 asta 1.2,bangalore,2014,31045,petrol,manual,second,18.6,1197.0,81.83,5.0,,6215.0,hyundai,i20
volkswagen jetta 2013-2015 2.0l tdi highline at,pune,2013,58000,diesel,automatic,second,16.96,1968.0,138.03,5.0,,8250.0,volkswagen,jetta
hyundai creta 1.6 sx plus diesel,kochi,2018,35480,diesel,manual,first,19.67,1582.0,126.2,5.0,,14674.0,hyundai,creta
maruti ciaz vdi shvs,hyderabad,2016,62287,diesel,manual,first,28.09,1248.0,88.5,5.0,,8690.0,maruti,ciaz
hyundai i20 asta 1.4 crdi,coimbatore,2015,46162,diesel,manual,first,22.54,1396.0,88.73,5.0,,7678.0,hyundai,i20
hyundai verna 1.6 sx vtvt,mumbai,2014,9200,petrol,manual,first,17.01,1591.0,121.3,5.0,,6325.0,hyundai,verna
volkswagen polo diesel trendline 1.2l,kolkata,2012,55339,diesel,manual,first,22.07,1199.0,73.9,5.0,,2915.0,volkswagen,polo
volkswagen polo diesel trendline 1.2l,kolkata,2011,55476,diesel,manual,first,22.07,1199.0,73.9,5.0,,2739.0,volkswagen,polo
maruti sx4 vxi bsiii,pune,2007,68553,petrol,manual,second,15.0,1586.0,104.68,5.0,,1650.0,maruti,sx4
honda mobilio rs option i dtec,kochi,2016,67376,diesel,manual,first,24.5,1498.0,98.6,7.0,,7150.0,honda,mobilio
renault duster 110ps diesel rxz plus,hyderabad,2013,42000,diesel,manual,first,19.64,1461.0,108.45,5.0,,8800.0,renault,duster
toyota fortuner 2.8 2wd at,coimbatore,2019,28069,diesel,automatic,first,12.9,2755.0,174.5,7.0,34.45 lakh,33935.0,toyota,fortuner
volvo xc60 d4 summum,kochi,2014,93144,diesel,automatic,first,14.7,1984.0,181.0,5.0,,18864.999999999996,volvo,xc60
maruti celerio vxi at,hyderabad,2014,24300,petrol,automatic,first,23.1,998.0,67.04,5.0,,5005.0,maruti,celerio
