Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Chennai,2009,120000.0,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,3.0,Tata,New
Mumbai,2013,49000.0,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,29.0,BMW,3
Kolkata,2014,22000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.11,Volkswagen,Polo
Coimbatore,2015,14925.0,Petrol,Manual,First,18.5,1197.0,82.9,5.0,5.37,Hyundai,i20
Mumbai,2013,75000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.55,Maruti,Ertiga
Chennai,2015,23000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.0,Honda,City
Mumbai,2014,57000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.48,Honda,City
Kochi,2013,76718.0,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,6.51,Volkswagen,Jetta
Pune,2016,138000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.15,Honda,Amaze
Hyderabad,2013,140000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,9.0,Mahindra,XUV500
Mumbai,2008,110000.0,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,2.75,Toyota,Corolla
Pune,2005,126000.0,Petrol,Manual,Second,17.0,1086.0,62.27931034482759,5.0,1.2,Hyundai,Santro
Bangalore,2012,73000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,12.5,BMW,3
Kochi,2017,63423.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.69,Ford,EcoSport
Kochi,2013,62132.0,Petrol,Manual,First,18.5,1197.0,82.85,5.0,4.57,Hyundai,i20
Mumbai,2013,51000.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4.5,Honda,City
Hyderabad,2015,75000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.9,Maruti,Ritz
Kolkata,2008,55410.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.65,Hyundai,i10
Mumbai,2015,41000.0,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25,Chevrolet,Sail
Chennai,2012,45000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.25,Hyundai,Verna
Kochi,2018,53322.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,12.13,Hyundai,Creta
Jaipur,2013,48000.0,Petrol,Manual,First,18.2,1199.0,82.4,5.0,3.25,Chevrolet,Sail
Hyderabad,2013,72000.0,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,29.0,Audi,Q5
Kochi,2013,50266.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.53,Honda,City
Hyderabad,2017,21800.0,Petrol,Manual,First,17.0,1497.0,121.36,5.0,8.75,Ford,EcoSport
Bangalore,2014,45000.0,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,37.9,Audi,Q7
Delhi,2010,62000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.4,Hyundai,i10
Chennai,2014,41681.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.55,Hyundai,i20
Delhi,2011,69313.0,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.65,Maruti,Swift
Pune,2017,49000.0,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,1.6,Tata,Indica
Coimbatore,2012,40471.0,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,25.72,BMW,5
Ahmedabad,2013,60000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.15,Maruti,Swift
Jaipur,2018,1001.0,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.23,Ford,Freestyle
Bangalore,2008,38000.0,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,2.6,Hyundai,Verna
Mumbai,2008,66000.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,7.25,BMW,3
Kochi,2017,33901.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,14.29,Toyota,Innova
Hyderabad,2011,57000.0,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,17.25,Mercedes-Benz,New
Pune,2013,170000.0,Diesel,Manual,First,22.54,1582.0,126.2,5.0,7.5,Hyundai,Elantra
Hyderabad,2014,60000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,Maruti,Ritz
Pune,2016,85000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9,Maruti,Vitara
Kolkata,2016,146000.0,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,3.5,Hyundai,Xcent
Kolkata,2014,56002.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.1,Honda,City
Mumbai,2016,8554.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.2,Renault,KWID
Jaipur,2014,62322.0,Diesel,Manual,First,23.59,1364.0,67.06,5.0,4.9,Toyota,Etios
Kochi,2015,37929.0,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.69,Maruti,Alto
Chennai,2016,5400.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,3.98,Tata,Tiago
Kolkata,2013,60000.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.95,Hyundai,i20
Kochi,2014,55730.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,15.21,Audi,A4
Hyderabad,2015,62000.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.3,Maruti,Swift
Kochi,2017,14576.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,6.69,Volkswagen,Ameo
Mumbai,2017,17000.0,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.5,Honda,BRV
Mumbai,2009,28000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.65,Hyundai,i20
Ahmedabad,2012,58200.0,Diesel,Manual,First,14.66,2199.0,194.3,7.0,7.5,Hyundai,Santa
Bangalore,2002,53000.0,Petrol,Manual,Second,0.0,1493.0,100.0,5.0,1.85,Honda,City
Kochi,2018,12278.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.63,Maruti,Celerio
Coimbatore,2018,17665.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,11.78,Hyundai,Creta
Hyderabad,2004,200000.0,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.85,Tata,Indica
Mumbai,2011,55893.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.35,Volkswagen,Vento
Kochi,2015,60586.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.11,Maruti,Celerio
Ahmedabad,2015,13500.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.51,Mercedes-Benz,CLA
Jaipur,2017,30000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.1,Maruti,Alto
Delhi,2018,12000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.5,Ford,Endeavour
Kolkata,2017,65000.0,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.8,Tata,Zest
Kolkata,2014,38000.0,Petrol,Manual,First,16.09,1598.0,103.5,5.0,3.49,Volkswagen,Vento
Mumbai,2012,25000.0,Petrol,Manual,Second,17.5,1373.0,91.1,7.0,5.15,Maruti,Ertiga
Mumbai,2011,100000.0,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,14.41,Mercedes-Benz,M-Class
Mumbai,2014,13710.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.75,Volkswagen,Polo
Jaipur,2015,100000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,19.0,Toyota,Fortuner
Hyderabad,2017,17000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.9,Maruti,Celerio
Chennai,2008,89000.0,Diesel,Automatic,Second,16.07,1995.0,181.0,4.0,6.3,BMW,3
Jaipur,2006,100173.0,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.4,Honda,City
Pune,2009,97000.0,Petrol,Manual,First,13.17,1999.0,114.0,5.0,3.0,Mitsubishi,Cedia
Delhi,2016,40190.0,Petrol,Manual,First,18.06,1198.0,74.93,5.0,4.25,Renault,Pulse
Hyderabad,2016,29647.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.3,Volkswagen,Polo
Kochi,2018,43639.0,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.15,Maruti,Baleno
Kochi,2012,37333.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.22,Hyundai,i10
Kochi,2018,48407.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.65,Hyundai,i20
Delhi,2011,25000.0,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,30.0,BMW,Z4
Pune,2010,72400.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.3,Hyundai,i10
Delhi,2012,18000.0,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,22.0,Mini,Cooper
Pune,2012,65167.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.28,Honda,Brio
Kochi,2016,25418.0,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7.09,Maruti,Ciaz
Coimbatore,2013,38995.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,6.46,Maruti,Swift
Chennai,2012,60000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.0,Volkswagen,Polo
Delhi,2011,72000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.0,BMW,X1
Coimbatore,2016,31075.0,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,49.79,Audi,Q7
Kolkata,2015,4311.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,4.8,Ford,Figo
Bangalore,2017,21000.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,BMW,3
Bangalore,2011,54000.0,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,21.99,Mercedes-Benz,M-Class
Mumbai,2007,50000.0,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.1,Maruti,Wagon
Delhi,2018,13000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.6,Maruti,Baleno
Pune,2013,74000.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,4.5,Maruti,Dzire
Pune,2009,75000.0,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,1.0,Chevrolet,Aveo
Chennai,2017,25000.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,6.9,Volkswagen,Polo
Hyderabad,2012,139000.0,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,16.75,Land Rover,Freelander 2 TD4 SE
Mumbai,2015,52000.0,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,25.49,Audi,Q5
Chennai,2015,20000.0,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,35.5,Audi,A6
Kochi,2018,32663.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6.28,Hyundai,Grand
Delhi,2012,76777.0,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,4.88,Mahindra,Scorpio
Hyderabad,2016,100303.0,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.7,Tata,Bolt
Kochi,2015,43993.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.45,Hyundai,EON
Kochi,2016,72118.0,Diesel,Manual,First,15.4,2179.0,120.0,8.0,10.23,Mahindra,Scorpio
Bangalore,2010,83000.0,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,Honda,Accord
Mumbai,2016,7523.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.15,Volkswagen,Polo
Mumbai,2014,34670.0,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.9,Maruti,Eeco
Ahmedabad,2016,30000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5,Hyundai,Grand
Chennai,2017,17000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,31.0,Ford,Endeavour
Delhi,2015,59261.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,4.25,Hyundai,Grand
Kochi,2016,65210.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.48,Maruti,Swift
Bangalore,2016,19000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.25,Hyundai,i20
Hyderabad,2012,50000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.0,Maruti,Swift
Hyderabad,2015,47000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,29.5,BMW,3
Mumbai,2007,75000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.49,Honda,City
Pune,2013,54534.0,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.65,Hyundai,i10
Ahmedabad,2018,13000.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,10.9,Ford,Ecosport
Bangalore,2015,48808.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3,Maruti,Celerio
Pune,2012,63001.0,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,6.11,Maruti,Ertiga
Hyderabad,2015,64771.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,15.5,Toyota,Innova
Mumbai,2016,34634.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.9,Honda,City
Bangalore,2012,69242.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.69,Maruti,Swift
Kochi,2011,33292.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3.19,Maruti,Ritz
Pune,2012,55000.0,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,3.75,Hyundai,i20
Pune,2019,1000.0,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.6,Hyundai,i20
Chennai,2011,80000.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.85,Honda,City
Coimbatore,2016,65003.0,Diesel,Automatic,First,13.6,4134.0,382.0,5.0,67.83,Porsche,Cayenne
Coimbatore,2019,16573.0,Petrol,Manual,First,17.8,1198.0,86.7,5.0,9.31,Honda,Amaze
Pune,2008,152633.0,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.0,Honda,Civic
Bangalore,2015,53000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,Hyundai,i20
Hyderabad,2017,50129.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.3,Hyundai,Creta
Hyderabad,2013,63716.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,23.0,Audi,Q3
Mumbai,2018,11000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.35,Maruti,Alto
Chennai,2012,115000.0,Diesel,Automatic,Third,15.06,1995.0,177.0,5.0,10.0,BMW,X1
Delhi,2013,63265.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,Hyundai,i10
Pune,2016,20000.0,Diesel,Manual,First,21.66,1498.0,108.62,5.0,6.75,Volkswagen,Ameo
Pune,2010,79000.0,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,2.44,Volkswagen,Polo
Mumbai,2015,41000.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.85,Maruti,Ciaz
Kochi,2015,26323.0,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.4,Volkswagen,Polo
Pune,2016,76000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.8,Hyundai,Xcent
Hyderabad,2008,69972.0,Petrol,Manual,First,13.5,1799.0,130.0,5.0,3.8,Honda,Civic
Kolkata,2008,69000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.7,Honda,City
Jaipur,2016,65000.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.21,Mahindra,Bolero
Hyderabad,2016,29512.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7.9,Honda,City
Kolkata,2017,51000.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4.2,Hyundai,Xcent
Mumbai,2014,58003.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.75,Renault,Duster
Hyderabad,2013,56500.0,Petrol,Automatic,First,16.98,998.0,66.1,5.0,3.45,Maruti,A-Star
Bangalore,2014,29063.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,Audi,A4
Coimbatore,2018,46811.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.59,Mahindra,XUV500
Coimbatore,2014,31897.0,Petrol,Manual,First,18.06,1198.0,74.96,5.0,4.69,Renault,Pulse
Mumbai,2009,52100.0,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,7.5,BMW,3
Hyderabad,2016,73000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,Toyota,Innova
Kolkata,2009,31423.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.99,Honda,City
Chennai,2014,75180.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,Maruti,Swift
Mumbai,2013,75000.0,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,5.4,Renault,Duster
Mumbai,2014,15000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.9,Volkswagen,Polo
Mumbai,2015,12000.0,Petrol,Manual,First,17.19,1197.0,81.86,5.0,5.8,Hyundai,i20
Pune,2014,32000.0,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.5,BMW,5
Hyderabad,2017,44504.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.6,Maruti,Swift
Ahmedabad,2012,66000.0,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,23.0,Mercedes-Benz,M-Class
Jaipur,2015,39437.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.15,Maruti,Swift
Coimbatore,2017,36931.0,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.48,Hyundai,Verna
Bangalore,2016,17800.0,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,2.38,Tata,Nano
Hyderabad,2009,71346.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,3.8,Maruti,Swift
Delhi,2015,45000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,5.5,Hyundai,i20
Hyderabad,2010,85155.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.55,Hyundai,i20
Mumbai,2015,48823.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.35,Maruti,Ciaz
Delhi,2015,37000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,36.0,Land Rover,Range Rover 2.2L Prestige
Hyderabad,2005,92000.0,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,1.1,Tata,Indigo
Mumbai,2014,36000.0,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.7,Tata,Zest
Delhi,2016,24569.0,Diesel,Manual,First,16.0,1997.0,140.0,7.0,13.5,Mahindra,XUV500
Mumbai,2008,95000.0,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.85,Honda,Accord
Coimbatore,2015,25811.0,Petrol,Manual,Second,25.4,624.0,37.5,4.0,2.13,Tata,Nano
Ahmedabad,2015,65000.0,Diesel,Manual,First,22.7,1582.0,126.2,5.0,7.75,Hyundai,Elantra
Chennai,2017,100400.0,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.85,Tata,Indica
Jaipur,2014,76414.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.95,Honda,Amaze
Kochi,2012,82103.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.2,Mahindra,XUV500
Pune,2013,98000.0,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.5,BMW,X3
Pune,2010,45252.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,2.25,Hyundai,Grand
Delhi,2017,10300.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75,Maruti,Baleno
Kochi,2016,42024.0,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,9.73,Hyundai,Verna
Kochi,2018,51236.0,Diesel,Manual,First,25.47,1248.0,88.5,7.0,8.49,Maruti,Ertiga
Mumbai,2013,52000.0,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,25.0,Mini,Cooper
Coimbatore,2015,42894.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,5.59,Maruti,Ritz
Mumbai,2011,68000.0,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,4.8,Skoda,Laura
Delhi,2014,69000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,Ford,Ecosport
Pune,2017,10000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.5,Hyundai,i20
Chennai,2015,16000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.35,Honda,Brio
Kolkata,2013,46992.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.75,Honda,Amaze
Pune,2010,170000.0,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,12.0,BMW,5
Delhi,2014,58000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,32.0,Audi,Q7
Jaipur,2015,50000.0,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.0,Hyundai,Grand
Kolkata,2011,39010.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.6,Nissan,Micra
Jaipur,2016,26946.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.45,Hyundai,Grand
Pune,2015,28700.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai,EON
Chennai,2011,60000.0,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,16.0,Mercedes-Benz,New
Delhi,2014,38999.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,32.5,Land Rover,Range Rover 2.2L Pure
Mumbai,2016,39000.0,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,13.85,Mahindra,Ssangyong
Coimbatore,2018,7784.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.76,Maruti,Ciaz
Kochi,2014,45710.0,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,23.68,Mercedes-Benz,R-Class
Chennai,2017,42000.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,5.5,Maruti,Dzire
Coimbatore,2013,75995.0,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.81,Land Rover,Range Rover Vogue SE 4.4 SDV8
Kolkata,2013,57000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,Renault,Duster
Chennai,2013,85350.0,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.7,Hyundai,Verna
Coimbatore,2016,82725.0,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.99,Toyota,Corolla
Mumbai,2016,19000.0,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,29.99,BMW,3
Chennai,2018,13900.0,Petrol,Manual,First,18.88,1499.0,110.4,5.0,9.5,Ford,EcoSport
Hyderabad,2014,108000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.5,Maruti,Swift
Bangalore,2016,36000.0,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,23.0,Hyundai,Santa
Hyderabad,2013,62188.0,Diesel,Manual,First,17.2,1396.0,53.5,5.0,2.95,Tata,Indica
Kochi,2015,58397.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.9,Hyundai,Grand
Chennai,2006,85000.0,Petrol,Manual,Third,0.0,1086.0,62.27931034482759,5.0,1.3,Hyundai,Santro
Delhi,2016,30000.0,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.25,Maruti,Wagon
Kochi,2018,29907.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.36,Mahindra,XUV500
Kolkata,2009,46000.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,Audi,A4
Bangalore,2012,65000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.5,Volkswagen,Vento
Delhi,2016,22000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.25,Maruti,Vitara
Chennai,2002,99024.0,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.95,Maruti,Zen
Kochi,2016,34952.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.01,Hyundai,i10
Kochi,2019,13913.0,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.2,Honda,WR-V
Chennai,2014,71000.0,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.2,Honda,City
Chennai,2012,97000.0,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.75,Toyota,Fortuner
Delhi,2017,21000.0,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.5,Mahindra,XUV500
Mumbai,2007,116000.0,Diesel,Manual,Third,10.9,2499.0,141.0,7.0,3.75,Ford,Endeavour
Kolkata,2012,110438.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.5,Ford,Figo
Coimbatore,2017,66507.0,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,5.43,Honda,Jazz
Coimbatore,2017,54650.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30.35,Ford,Endeavour
Hyderabad,2014,32000.0,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,7.99,Nissan,Sunny
Coimbatore,2011,75378.0,Diesel,Manual,First,18.7,1896.0,66.0,5.0,3.59,Skoda,Octavia
Chennai,2012,82697.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.9,Chevrolet,Beat
Chennai,2009,135000.0,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,4.7,Toyota,Camry
Chennai,2012,149000.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25,Renault,Duster
Kochi,2016,26212.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24.46,Mercedes-Benz,GLA
Pune,2014,23500.0,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,3.9,Tata,Zest
Coimbatore,2013,56127.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.15,Hyundai,i20
Mumbai,2015,26000.0,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,3.65,Maruti,Wagon
Kolkata,2016,26000.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.0,Hyundai,Xcent
Kolkata,2009,42000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.3,Honda,City
Pune,2001,130000.0,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,0.75,Hyundai,Accent
Kochi,2009,137148.0,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,1.85,Hyundai,Verna
Kolkata,2010,114703.0,Petrol,Manual,First,15.6,1196.0,70.0,5.0,1.8,Ford,Figo
Kochi,2014,97439.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.41,Honda,Amaze
Chennai,2006,40000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0,Maruti,Wagon
Hyderabad,2014,81609.0,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,5.55,Maruti,Swift
Bangalore,2014,28000.0,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,31.75,Mercedes-Benz,E-Class
Bangalore,2015,37500.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,32.0,Audi,A6
Hyderabad,2010,37000.0,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,21.0,Mercedes-Benz,S
Ahmedabad,2010,83000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2.75,Maruti,Swift
Coimbatore,2005,79012.0,Petrol,Manual,First,13.4,1794.0,125.0,5.0,2.64,Toyota,Corolla
Kochi,2018,27395.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,14.19,Mahindra,Scorpio
Jaipur,2017,35362.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.85,Maruti,Wagon
Delhi,2014,117000.0,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.5,Toyota,Fortuner
