Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,prix_euro,marque_modele
2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,5390.0,Honda City
2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13486.0,Hyundai Creta
2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,4389.0,Hyundai Xcent
2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,51645.0,Mercedes-Benz GLC
2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,4180.0,Ford Figo
2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,7425.0,Volkswagen Jetta
2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,9625.0,Mahindra TUV
2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5720.0,Ford Ecosport
2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9262.0,Hyundai Verna
2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,3300.0,Maruti Wagon
2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6325.0,Hyundai i20
2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,10725.0,Audi A4
2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3850.0,Nissan Micra
2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,33000.0,Mercedes-Benz M-Class
2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,38500.0,Land Rover
2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,14575.0,Hyundai Creta
2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4014.9999999999995,Skoda Rapid
2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5775.0,Maruti Swift
2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,10669.999999999998,Hyundai Creta
2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5731.0,Hyundai Grand
2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6930.0,Mahindra TUV
2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5192.0,Hyundai Grand
2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,30800.0,BMW X5
2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9206.999999999998,Maruti Dzire
2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,15400.0,Toyota Fortuner
2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,39600.0,Audi A6
2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7040.0,Honda Jazz
2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,56859.0,Audi Q7
2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8800.0,Mahindra Scorpio
2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,10780.0,Chevrolet Cruze
2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,2970.0,Chevrolet Beat
2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,26807.0,Audi A4
2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,10692.0,Skoda Rapid
2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5500.0,Maruti Swift
2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11550.0,Toyota Fortuner
2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4290.0,Maruti Swift
2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6215.0,Honda City
2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,32945.0,Mercedes-Benz M-Class
2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3300.0,Maruti Swift
2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6600.0,Ford Aspire
2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2321.0,Hyundai i10
2010,47000,Petrol,Manual,First,14.6,1622.0,113.0,5.0,1639.0,Fiat Punto
2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1650.0,Maruti Alto
2013,62601,Diesel,Manual,First,23.59,1364.0,113.0,5.0,5137.0,Toyota Etios
2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,3135.0,Maruti Swift
2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,37004.0,Mercedes-Benz New
2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,1000.9999999999999,Tata Indica
2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2662.0,Maruti Alto
2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3575.0,Skoda Superb
2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3080.0,Volkswagen Polo
2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,9130.0,Maruti Dzire
2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5775.0,Mahindra Scorpio
2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3190.0,Maruti Swift
2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16500.0,BMW 3
2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,583.0,Tata Nano
2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,13750.0,Toyota Innova
2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,3025.0,Honda Brio
2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5500.0,Tata Tiago
2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7799.0,Mahindra Scorpio
2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,21988.999999999996,BMW 5
2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,11825.0,Toyota Corolla
2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10394.999999999998,Honda City
2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,3190.0,Hyundai Verna
2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5170.0,Maruti Swift
2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7821.0,Maruti Ciaz
2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6875.0,Ford Ecosport
2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2420.0,Maruti Alto
2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,9746.0,Honda Amaze
2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10230.0,Mahindra XUV500
2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8327.0,Mahindra TUV
2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,8690.0,Honda Jazz
2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,6215.0,Maruti Swift
2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3575.0,Volkswagen Polo
2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,17897.0,Hyundai Creta
2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3531.0,Chevrolet Beat
2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4290.0,Honda Amaze
2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,7150.0,Mercedes-Benz E-Class
2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,52800.0,BMW 5
2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,20789.999999999996,Audi A3
2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3959.9999999999995,Maruti Swift
2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6050.0,Maruti Swift
2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7700.0,Toyota Innova
2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,45925.0,BMW X3
2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,11550.0,BMW 5
2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11099.0,Mahindra XUV500
2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3300.0,Honda City
2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,13200.0,Force One
2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,5401.0,Volkswagen Polo
2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2200.0,Honda Jazz
2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5830.0,Toyota Etios
2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7941.999999999999,Nissan Terrano
2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,35827.0,BMW X3
2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3025.0,Hyundai i20
2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5.0,4763.0,Maruti Eeco
2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,4125.0,Ford Fiesta
2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,6501.0,Honda City
2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4784.999999999999,Maruti Swift
2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3575.0,Hyundai Grand
2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,74800.0,Audi Q7
2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,6050.0,Volkswagen Ameo
2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,13288.0,Honda City
2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8228.0,Maruti Baleno
2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,6050.0,Hyundai Grand
2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3850.0,Maruti Swift
2006,63000,Petrol,Manual,First,16.1,1622.0,113.0,5.0,1760.0,Maruti Swift
2013,72000,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,17050.0,Land Rover
2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,20900.0,Toyota Fortuner
2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,9240.0,Honda Jazz
2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7974.999999999999,Maruti Vitara
2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4675.0,Maruti Swift
2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,6270.0,Skoda Rapid
2013,46000,Diesel,Automatic,Second,0.0,2179.0,115.0,5.0,28600.0,Land Rover
2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,2739.0,Maruti Alto
2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3300.0,Volkswagen Polo
2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6545.0,Honda City
2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2959.0,Maruti Swift
2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,28600.0,Audi A4
2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6050.0,Honda City
2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5334.999999999999,Ford Figo
2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9229.0,Maruti Vitara
2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8789.0,Renault Duster
2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,7645.0,Hyundai i20
2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1650.0,Mahindra Logan
2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1705.0,Honda City
2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,3025.0,Ford Figo
2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4675.0,Renault Duster
2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3135.0,Hyundai i10
2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,61754.0,Land Rover
2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,11000.0,Audi Q5
2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1375.0,Maruti Versa
2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8250.0,Maruti Swift
2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,28391.0,Audi A4
2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4730.0,Volkswagen Polo
2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12100.0,Toyota Fortuner
2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12925.0,Toyota Fortuner
2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,7238.0,Honda Accord
2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5280.0,Maruti Swift
2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1815.0,Skoda Fabia
2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16500.0,Jeep Compass
2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1100.0,Tata Nano
2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1815.0,Ford Fiesta
2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,3959.9999999999995,Maruti Celerio
2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12650.0,Toyota Fortuner
2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,3959.9999999999995,Maruti Celerio
2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,3355.0,Hyundai EON
2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,6600.0,Ford Fiesta
2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4125.0,Volkswagen Polo
2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6787.0,Volkswagen Polo
2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9955.0,Maruti Vitara
2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4455.0,Honda Brio
2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4675.0,Maruti Swift
2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4125.0,Maruti Celerio
2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13035.0,Hyundai Creta
2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9064.0,Ford Ecosport
2016,64000,Diesel,Manual,First,17.8,1248.0,113.0,5.0,6589.0,Maruti Swift
2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,7150.0,Honda CR-V
2019,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,64800.99999999999,Land Rover
2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8800.0,Mahindra XUV500
2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5103.999999999999,Volkswagen Polo
2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3652.0,Hyundai i10
2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3058.0,Hyundai i10
2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,9844.999999999998,Chevrolet Cruze
2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,24145.0,Mercedes-Benz E-Class
2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,8690.0,Hyundai Sonata
2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,31899.999999999996,Mercedes-Benz New
2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3575.0,Volkswagen Polo
2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6490.0,Honda City
2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10868.0,Maruti Vitara
2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9657.999999999998,Hyundai Elite
2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,3025.0,Tata New
2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,6578.0,Nissan Sunny
2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,34100.0,BMW 3
2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,3905.0,Toyota Corolla
2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6864.0,Hyundai Verna
2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,2409.0,Maruti Swift
2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,6050.0,Maruti Dzire
2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,2310.0,Maruti Alto
2011,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,55726.0,Jaguar XJ
2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,15400.0,Mercedes-Benz New
2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,6050.0,Hyundai Verna
2007,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,1320.0,Chevrolet Aveo
2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5830.0,Maruti Swift
2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6930.0,Hyundai Verna
2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,44517.0,Mercedes-Benz GLC
2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,17710.0,Toyota Fortuner
2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,27500.0,Audi Q5
2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,8745.0,BMW 3
2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,2915.0,Maruti Alto
2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,3091.0,Maruti Alto
2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,19250.0,Audi A4
2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3630.0,Maruti Swift
2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,5874.0,Maruti Wagon
2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,9350.0,Skoda Rapid
2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,2959.0,Honda Jazz
2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12650.0,Mahindra XUV500
2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4465.999999999999,Maruti Ritz
2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,53900.0,Mercedes-Benz GLE
2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5059.999999999999,Skoda Rapid
2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4356.0,Hyundai Grand
2015,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6160.0,Hyundai Elite
2017,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,4125.0,Tata Zest
2015,55697,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6050.0,Hyundai i20
2012,62000,Diesel,Manual,Second,20.5,1598.0,103.5,5.0,3300.0,Skoda Rapid
2011,48000,Petrol,Manual,First,16.0,1368.0,90.0,5.0,3300.0,Fiat Linea
2010,90246,Petrol,Manual,First,16.1,1298.0,88.2,5.0,3245.0,Maruti Swift
2015,80500,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2695.0,Tata Indica
2012,119000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,15389.0,Mercedes-Benz New
2016,28541,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,66825.0,Mercedes-Benz GLE
2008,45500,Petrol,Manual,Second,0.0,1086.0,113.0,5.0,1287.0,Hyundai Santro
2012,41000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4950.0,Honda City
2010,58000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2750.0,Hyundai i20
2015,99000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,22550.0,Toyota Fortuner
2014,31200,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4290.0,Hyundai Grand
2009,85000,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3850.0,Volkswagen Jetta
2016,60924,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,9130.0,Ford EcoSport
2012,45000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2750.0,Hyundai EON
2011,44000,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,2915.0,Nissan Micra
2016,30534,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,8161.999999999999,Honda Jazz
2016,46399,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5093.0,Volkswagen Polo
2008,42000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1199.0,Maruti Alto
2011,67000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4180.0,Hyundai Verna
2013,58000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,17325.0,Mercedes-Benz E-Class
2015,27000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5797.0,Tata Zest
2012,39566,Petrol,Manual,Second,18.4,1198.0,86.8,5.0,3025.0,Honda Brio
2016,14980,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8139.999999999999,Honda Jazz
2017,18491,Petrol,Automatic,First,24.07,998.0,67.1,5.0,4290.0,Maruti Alto
2000,90000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,770.0,Maruti Zen
2015,118211,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6490.0,Hyundai i20
2016,63316,Diesel,Manual,First,22.7,1598.0,118.0,5.0,10538.0,Maruti SX4
2014,42000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,27445.0,Mercedes-Benz E-Class
2015,25648,Petrol,Manual,First,13.7,1399.0,98.82,7.0,4719.0,Chevrolet Enjoy
2011,67612,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,12650.0,Mercedes-Benz E-Class
2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10615.0,Mahindra XUV500
2015,20000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4125.0,Hyundai i10
2007,143000,Petrol,Manual,Second,14.2,1341.0,82.9,5.0,1210.0,Hyundai Getz
2014,118218,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,34551.0,Audi Q7
2012,99000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,6600.0,Mahindra Scorpio
2016,22700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6105.0,Honda Jazz
2017,28000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,12001.0,Tata Safari
2014,62000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7974.999999999999,Mahindra XUV500
2012,107023,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4290.0,Volkswagen Polo
2012,71082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4345.0,Maruti Swift
2013,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,24200.0,Audi Q3
2014,21701,Petrol,Manual,First,23.1,998.0,67.04,5.0,3718.0,Maruti Celerio
2011,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,3795.0,Honda City
2016,32450,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6325.0,Hyundai i20
2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3025.0,Renault KWID
2019,20483,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,33330.0,Mercedes-Benz CLA
2014,45800,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8250.0,Ford Ecosport
2015,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7557.0,Hyundai i20
2015,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,16720.0,Toyota Innova
2012,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3850.0,Nissan Sunny
2014,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6435.0,Maruti Swift
2010,68375,Petrol,Manual,First,19.0,998.0,66.1,5.0,2750.0,Maruti A-Star
2013,52000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4345.0,Maruti Swift
2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,29700.0,Mercedes-Benz CLA
2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,7425.0,Maruti Ertiga
2007,71000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1650.0,Maruti Wagon
2012,72003,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4290.0,Volkswagen Polo
2014,135670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7205.0,Ford Ecosport
2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10384.0,Honda City
2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,11847.0,Toyota Corolla
2014,58000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8250.0,Mahindra XUV500
2016,4000,Petrol,Manual,First,24.7,796.0,47.3,5.0,3300.0,Maruti Alto
2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,12925.0,BMW 5
2016,29832,Petrol,Manual,First,21.1,814.0,55.2,5.0,3619.0,Hyundai EON
2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7150.0,Maruti Swift
2015,64687,CNG,Manual,First,31.79,998.0,58.33,5.0,4180.0,Maruti Celerio
2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,19800.0,Audi A4
2009,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5445.0,Skoda Superb
2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4971.999999999999,Tata Zest
2014,41000,Diesel,Manual,First,17.0,2149.0,139.07,7.0,8800.0,Force One
2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6886.0,Honda City
2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,8250.0,Nissan Sunny
2012,52000,Petrol,Manual,First,16.1,1622.0,113.0,5.0,4014.9999999999995,Maruti Swift
2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,3685.0,Volkswagen Vento
2014,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6050.0,Hyundai Verna
2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,5775.0,Hyundai Verna
2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,17875.0,Audi A4
2009,92000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2970.0,Maruti SX4
2019,9000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,36190.0,Ford Endeavour
2008,50121,Petrol,Manual,First,20.4,1197.0,83.11,5.0,3751.0,Maruti Swift
2014,79000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4565.0,Hyundai Grand
2014,46000,Diesel,Manual,Second,20.14,1498.0,88.8,5.0,6490.0,Volkswagen Polo
2012,100000,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,12650.0,Mercedes-Benz E-Class
2015,41000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5225.0,Hyundai i20
2015,25000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3850.0,Maruti Alto
2014,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7974.999999999999,Maruti Ertiga
2016,7100,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4784.999999999999,Maruti Celerio
